2.68495	0.43773
3.10463	0.665726
3.01638	0.73027
3.17586	0.595545
2.99906	0.59941
2.91353	0.694179
2.78829	0.755835
3.01652	0.593694
2.91389	0.585867
2.88163	0.727951
2.79315	0.504003
3.03312	0.572863
2.88682	0.620945
2.79817	0.691471
2.96947	0.665067
3.94054	1.89705
4.69631	1.99869
4.91584	1.95711
5.27123	2.19757
5.41452	2.1247
5.57792	1.97898
5.55222	2.00419
5.58739	1.90469
5.37765	2.11722
5.18461	2.0187
5.20025	1.95018
5.27266	1.97259
5.30118	1.91209
5.31855	1.93144
5.35017	1.96995
5.3267	2.03607
5.38987	2.00067
5.42377	2.01699
5.45393	1.92459
5.39682	1.98199
5.43775	1.90781
6.21062	1.53304
6.77631	1.62235
6.87906	1.43266
6.98626	1.27831
6.97736	1.24378
6.84711	1.43684
6.83818	1.41042
6.92945	1.14636
6.76127	1.26655
6.65822	1.20841
6.39475	1.15208
5.50447	0.867128
5.96961	0.55103
6.32401	0.762422
6.63655	0.566533
6.94658	0.0759032
6.99875	-0.0617203
6.92424	-0.0310176
6.80116	0.127177
6.73018	0.21597
6.5818	0.4259
6.05749	0.850755
4.68907	1.25958
4.47778	1.36139
4.74054	1.49048
4.84206	1.63509
5.0225	1.62301
4.98262	1.74502
5.05422	1.80887
5.14386	1.80329
5.12004	1.8519
5.57047	1.58147
6.11249	1.60575
6.32203	1.60498
6.4006	1.48283
6.41279	1.39642
6.38015	1.38826
6.35378	1.21686
6.2302	1.07201
5.86679	0.907644
5.36345	0.710935
5.07416	0.394792
4.71123	0.349232
4.92228	0.441057
5.05425	0.534583
5.37229	0.537909
5.38963	0.844848
5.56876	0.973444
5.8442	0.941907
6.08296	0.975768
6.18717	1.09571
6.11477	1.25466
5.74919	1.47181
4.98095	1.85047
4.60998	1.84636
4.40137	1.98936
4.3025	1.99556
4.09819	1.892
4.66584	1.09922
4.57306	0.979402
4.31829	0.712091
4.7893	-0.336303
4.82694	0.0870797
4.80584	-0.161523
4.68644	-0.272563
3.64041	0.480245
3.25615	0.475078
3.20967	0.73906
3.42328	0.956266
4.50569	1.97733
4.80831	2.18516
5.05642	1.9206
6.45791	0.498782
6.50321	0.919357
5.8473	1.56703
5.4314	1.87706
5.04698	1.86213
4.52847	1.95441
4.1088	1.74082
3.78944	1.40662
3.79374	1.2119
3.83386	0.643519
3.75413	0.137528
3.84766	-0.191418
3.90772	-0.416713
4.21347	-0.876641
4.45765	-0.948323
4.74859	-1.40851
4.82063	-1.02841
4.6625	-0.734417
4.32133	-0.662207
4.28009	-0.115441
3.95085	-0.00331023
3.43595	0.441476
3.08397	0.613854
3.07722	0.380044
3.01558	0.608973
2.90778	0.609651
3.02472	0.728835
3.2454	0.672883
3.52879	0.632608
3.68401	1.13088
4.67662	1.28521
6.13552	1.25598
4.46172	1.28375
3.5083	1.43823
5.54937	0.149515
6.22019	0.718338
6.5571	1.18491
6.6019	1.16482
6.59667	1.20995
6.55224	1.25977
6.46746	1.36292
6.44103	1.33418
6.49025	1.16412
6.46074	1.20961
6.26769	1.50809
6.23572	1.58312
6.13309	1.79432
5.93252	1.94421
5.76075	2.05727
