-28.5417	-14.1231
-16.8954	3.11587
-1.74764	-15.54
-13.0103	-1.28092
-0.306612	5.24006
5.46192	9.61044
21.8056	-4.93667
8.47205	7.07257
15.7675	-7.88482
-12.0939	4.46602
9.7282	-0.407929
-3.03273	-4.19877
-6.3846	-1.7414
3.37083	-3.42678
0.113543	0.536459
-1.17973	-0.304085
-4.82197	-0.809312
-0.756835	2.13216
-2.79638	0.908821
-0.373559	-31.6034
-29.3424	-18.3991
-18.1726	4.27036
1.72314	2.14047
-8.75694	6.51769
3.24494	1.5905
4.50468	3.01284
-1.7367	-8.82362
-7.3774	3.51946
-6.27154	-2.5421
-5.10389	2.64077
6.48934	2.29389
10.5369	-0.77201
-1.71143	-1.53698
-4.05444	3.14126
0.203688	-1.9941
-4.34868	4.08657
-0.040135	-2.93419
3.1833	1.00148
-0.270097	-0.0778832
-1.67375	-42.769
-37.9523	-10.0444
-7.64483	-8.40134
-20.4421	-32.9159
-37.6413	5.21993
-0.957124	4.93182
-3.38447	12.5974
6.59632	-1.93335
-7.59153	8.39631
0.75174	-19.2686
-14.6688	0.892401
7.2799	0.166734
10.7419	2.54186
-10.7891	-3.20929
0.277261	4.54072
-6.78469	-4.48886
-5.26645	0.962064
1.56228	-5.00721
-6.2337	-1.79752
0.310157	-2.09451
-0.909986	-17.6532
-19.4642	2.07311
-0.0026131	-19.5726
-20.3926	-31.7488
-22.8589	-3.69852
-3.43823	-12.5218
-8.25069	-0.201339
-1.29173	-0.470498
6.49416	5.94166
1.71002	7.84038
2.41247	-2.71909
-3.75084	-4.53855
10.0784	12.4377
2.79258	1.46772
4.64807	4.04888
3.447	-3.41137
-2.86105	3.47596
-3.44088	-1.16163
-5.69347	-0.594512
-2.8584	-2.01448
-1.43793	-22.5958
-23.1	-14.3006
-12.3717	-32.1479
-32.631	-32.7241
-37.2693	13.103
9.13722	-9.27605
-7.35672	1.23513
2.32044	-9.57609
-14.6069	-8.97379
-9.95115	-14.1619
-13.018	8.8801
11.9593	14.5899
-1.97311	-11.4434
-9.65015	11.5046
8.75898	-0.663311
-6.82839	6.74808
-0.744914	-1.62177
0.480854	-3.80306
-4.39992	3.11633
2.86321	-0.414062
-1.14996	-26.2967
-29.7217	-22.2271
-21.7886	-8.32221
-4.37199	-8.97775
-2.57981	11.6533
12.3441	9.73314
10.8291	5.31183
-2.00819	-12.4851
2.75196	-3.91908
-3.82011	5.9077
3.63922	-10.2978
-0.824984	-4.65262
-11.8036	7.74859
9.33573	-7.43693
-6.15744	1.96482
5.70252	6.66871
5.58051	-1.84508
-3.32876	1.53099
2.5343	-1.03764
-1.98369	0.788172
2.49376	-20.2318
-16.8036	-10.6057
-8.18789	-13.3735
-11.2753	-39.7112
-44.3738	-13.3699
-19.8547	-5.02538
-7.83794	-3.91277
-7.14232	-4.76272
11.7314	18.2225
-3.13158	-4.09386
1.10912	-1.69845
-1.26434	0.651323
4.06776	-3.25617
-5.16738	-6.4881
-10.0552	1.65577
-4.98607	1.43749
0.468714	4.14882
0.689406	-0.303785
-1.5504	1.08903
0.269125	-0.492719
0.372807	-17.2811
-18.0828	-17.9061
-13.1567	-8.81944
-13.4212	-34.8328
-44.1785	-13.1588
