3.05006	0.575467
-0.0152463	-0.0270268
-0.101016	0.105751
-0.144678	0.0549303
-0.120959	-0.236022
0.719834	-0.888611
0.0776734	0.0343627
-0.121352	0.0452329
-0.102042	-0.149683
-0.11835	-0.0838659
-1.00138	-0.0194127
-0.032099	-0.0119646
-0.0745278	0.0138094
-0.0944584	0.0772436
-0.060819	0.206511
0.102259	-0.498184
0.0226763	0.0855184
-0.0239434	0.0866784
0.0709717	-0.0550146
-0.00222271	0.0615039
-0.35849	0.117277
0.0325781	3.3672
0.0178555	-0.0881524
0.0440303	0.0332018
-0.163669	-0.0488564
0.0958833	-0.135811
3.11222	0.738105
0.0639215	0.0838533
-0.0892242	0.0217823
0.069905	-0.031395
-0.0414916	0.117769
0.249901	-0.928408
0.123155	-0.0595166
0.0736912	-0.0953166
-0.188445	0.170654
-0.062001	-0.295311
-0.636239	-0.209926
-0.0958588	-0.0395651
0.0416693	-0.00183016
-0.116031	-0.00648375
-0.168704	-0.0604915
0.0116283	-0.304836
-0.0325651	-0.0229424
0.138113	0.0676088
-0.0775059	-0.173789
-0.0448947	0.0223419
-0.364197	-0.0990946
0.0214383	5.89674
0.134681	-0.0737358
0.0393585	-0.0104828
-0.053565	0.0551068
0.0455061	-0.540067
5.76872	-0.051739
-0.0408047	-0.0411383
0.0331272	-0.0402112
-0.282857	-0.140568
-0.310003	-0.296596
0.531724	-0.175605
0.041107	0.061925
0.0821534	0.0907071
-0.32124	-0.0271866
-0.0192516	-0.250678
0.239182	0.708488
-0.0410266	-0.0320388
0.134212	-0.0612744
0.0677382	-0.174672
-0.436362	0.0851765
0.323806	0.0386056
-0.0311192	-0.109219
-0.0671746	-0.024842
-0.0626075	-0.0700325
0.00607018	-0.0656302
-0.406934	-0.261566
-0.0145714	4.77437
-0.0962148	0.0720811
0.0184664	0.114259
-0.372347	-0.0138003
0.214747	-0.22674
5.57918	0.44068
-0.0364057	0.0683334
0.111745	-0.0132324
-0.0580199	-0.208144
-0.4057	0.215473
0.42651	-0.565436
-0.00643571	0.0217112
0.0627287	-0.0922545
-0.1713	-0.115409
0.143645	-0.244643
-0.855997	0.160908
-0.04855	0.024468
-0.0763073	0.103047
0.0374698	0.0220142
-0.190852	-0.080663
0.126481	0.10404
-0.0130707	-0.0433571
-0.0355262	0.119424
-0.0145489	-0.0332708
0.110548	0.1402
-0.0343807	0.223388
0.000967111	5.97471
0.0721439	-0.0624133
0.131872	-0.0153088
-0.125634	-0.245558
-0.117026	-0.193997
6.47073	0.863371
-0.0487391	0.0408554
-0.040424	0.0720659
-0.245605	-0.0902586
-0.0941264	-0.543753
0.92775	-0.332703
0.011873	-0.0225373
-0.028012	0.16204
-0.164435	0.0898096
-0.163948	-0.341876
-0.36672	0.701084
-0.0858634	-0.117423
0.0291344	0.0614992
0.139808	-0.176737
-0.373562	0.0838046
0.123509	-0.0994108
0.0807356	-0.0194947
-0.122351	0.0453665
-0.10482	0.114837
0.108596	-0.125446
-0.112894	0.0631418
-0.0639626	4.26026
-0.0162061	-0.143318
-0.010922	0.0110204
-0.0992431	-0.0758017
-0.152887	0.160332
3.47638	0.714424
